0.484597135,0.484597135,84.8836273,84.98882469,86.5413958,36.23559984,10.96442148,20.6417016,1,0
0.170899163,0.170899163,87.3438814,81.54230989,87.20916952,35.97951729,16.51038452,25.65073133,2,0
1.064049185,1.064049185,85.98639104,83.08420204,83.16020084,41.18537062,10.38256256,21.13330195,1,0
2.004394513,2.004394513,82.68431872,85.67211907,82.45100735,39.03521657,17.45594694,25.72214889,1,0
1.75724884,1.75724884,89.54147743,83.46557596,87.50207588,36.19088355,16.97278399,26.83178433,1,0
7.195245046,7.195245046,89.57073426,84.19049963,81.57439257,37.31017675,15.71386983,25.80653055,1,0
1.094369166,1.094369166,89.94907827,87.07043689,84.97029443,38.45739707,10.35552408,21.28074505,2,0
0.742606513,0.742606513,88.86164741,88.19239002,78.78555426,36.83355202,11.03282456,20.61354967,1,0
1.945118017,1.945118017,86.50879165,87.86716994,83.85158248,35.78754402,16.42191355,23.66118458,1,0
0.469759156,0.469759156,83.42733596,89.61838415,84.64080932,35.18367399,12.35751037,23.37239069,2,0
1.450691042,1.450691042,82.86183496,88.26419833,87.63846525,39.20180241,14.41191124,23.72526247,1,0
2.471753301,2.471753301,85.98624592,84.15164888,79.90231402,40.73530616,13.73219298,23.17870245,1,0
1.45208372,1.45208372,86.10416246,82.13071377,78.30933647,36.84000644,12.74593973,21.71335047,1,0
0.218291936,0.218291936,85.82059279,85.86852556,81.45981535,35.14035811,13.95719115,24.82090726,2,0
0.666553545,0.666553545,87.82098842,89.09941184,84.47847184,41.44674333,15.1152761,25.72330546,2,0
4.591252655,4.591252655,86.79496031,86.69146222,83.83386008,38.71983463,9.482565289,22.4795407,1,0
4.763406752,4.763406752,88.90584385,89.35208708,88.35590949,35.0352813,13.13232952,24.86743522,2,0
1.499980247,1.499980247,88.84230649,88.21069192,79.08461173,40.31724829,10.6401291,20.3428796,1,0
3.492273949,3.492273949,84.51457755,88.44274617,87.92367554,35.46981287,20.77966443,26.60899366,2,0
0.803477478,0.803477478,88.82724738,86.95075097,83.77362369,37.9559745,11.97134274,22.98934794,2,0
2.084218517,2.084218517,85.36694352,90.7812091,81.8782769,35.83370289,14.21839065,25.66772927,2,0
1.235606544,1.235606544,82.43157851,89.04498926,88.51504392,40.64934429,7.768192007,17.18778687,2,0
3.446436115,3.446436115,85.3529975,84.18262517,79.15017183,39.29687406,14.19486943,26.43999451,2,0
1.984176097,1.984176097,84.29143366,81.26237594,77.23349988,41.28824218,10.24360311,21.01584376,2,0
1.220565692,1.220565692,86.78359054,84.42756369,80.37770696,35.60771087,11.35460343,22.76516462,1,0
10.28161291,10.28161291,84.17364394,85.80244154,81.95411091,35.88021061,9.836571755,19.571906,1,0
3.12711228,3.12711228,85.85775498,87.08648251,79.62465894,41.40309253,11.03045523,21.57090801,1,0
2.172932271,2.172932271,87.89436825,89.76787654,79.41359087,40.73589677,11.55077248,22.65432188,2,0
0.457449593,0.457449593,84.82185546,90.75586616,83.12232739,35.21537856,13.79911577,24.54067124,1,0
3.388478213,3.388478213,85.74536306,83.36758064,83.37985611,37.06985648,11.24357495,20.81255261,2,0
1.244457534,1.244457534,86.48985468,85.12667104,79.58750152,37.90959245,11.30573287,23.27408302,2,0
4.326772617,4.326772617,85.65840959,88.04615575,83.00549879,35.1780789,16.04457617,26.23927558,1,0
4.765986155,4.765986155,82.87825357,84.65426015,88.09322974,39.94825799,17.40267785,26.19144443,2,0
2.3115116,2.3115116,82.34137956,82.65070155,82.65070155,41.66533761,16.21321392,26.15057257,2,0
0.209287987,0.209287987,85.04370984,82.57194387,83.85282332,36.78813037,18.76516611,27.09943396,1,0
5.197887612,5.197887612,87.64562017,86.7798638,86.51596609,41.88665274,7.971960847,18.73336883,1,0
1.614650173,1.614650173,87.30353209,81.46562694,77.47041098,40.84949623,16.52931738,24.01308684,1,0
7.215363316,7.215363316,89.82769012,83.76595573,77.55599612,41.15613833,17.82592077,27.22807738,1,0
0.402449723,0.402449723,84.27074246,83.32787009,82.47235332,40.49153629,16.47449598,27.36510593,2,0
0.706470916,0.706470916,83.17946354,84.53605271,84.30444323,39.5310287,14.29428837,25.1100477,2,0
5.19225952,5.19225952,83.6476694,84.15780024,86.9167635,39.25972293,16.58540107,25.40829814,2,0
2.112756334,2.112756334,87.21663308,90.36854137,83.77074116,40.03769507,10.63284898,23.18767011,1,0
6.13169903,6.13169903,87.10524255,88.05169923,85.65910439,38.34428207,9.6490149,18.75604686,1,0
2.129060074,2.129060074,85.01348078,88.96654586,78.53115271,40.38589667,15.469264,25.55510044,2,0
2.225366891,2.225366891,86.05927983,87.96756767,82.52848134,39.82474113,11.72687856,22.88488829,1,0
0.335736027,0.335736027,84.98389112,81.8692339,82.89768117,39.84242441,17.17193893,27.2277853,2,0
0.159664902,0.159664902,82.75854165,83.58490862,82.24531533,38.77761397,16.73865751,27.84941995,2,0
0.088481173,0.088481173,87.51423532,85.31654976,80.79407719,39.12966972,12.19001024,22.62381289,1,0
2.135997654,2.135997654,84.83358103,83.01107637,79.66853001,38.87116242,12.4753025,22.1680652,2,0
7.877494626,7.877494626,88.42491015,85.93994839,85.91493681,41.32569197,15.19721451,26.34165664,2,0
